event_date,event_name,fighter_blue,fighter_red,knockdowns_blue,knockdowns_red,sig_attempts_blue,sig_attempts_red,sig_strikes_blue,sig_strikes_red,total_strikes_attempts_blue,total_strikes_attempts_red,total_strikes_blue,total_strikes_red,sub_attempts_blue,sub_attempts_red,takedowns_blue,takedowns_red,takedown_attempts_blue,takedown_attempts_red,control_time_blue,control_time_red,head_strikes_red,head_strikes_blue,head_attempts_red,head_attempts_blue,body_strikes_red,body_strikes_blue,body_attempts_red,body_attempts_blue,leg_strikes_red,leg_strikes_blue,leg_attempts_red,leg_attempts_blue,distance_red,distance_blue,distance_attempts_red,distance_attempts_blue,clinch_strikes_red,clinch_strikes_blue,clinch_attempts_red,clinch_attempts_blue,ground_strikes_red,ground_strikes_blue,ground_attempts_red,ground_attempts_blue,round,time,weight_class,win_method,winner
2025-07-19,UFC 318: Holloway vs. Poirier 3,Lukasz Brzeski,Ryan Spann,0,0,8,19,5,8,28,19,23,8,0,2,0,1,0,1,0,134,8,1,19,4,0,0,0,0,0,4,0,4,2,5,10,8,0,0,0,0,6,0,9,0,1,167,Heavyweight,Submission,Ryan Spann
2025-07-19,UFC 318: Holloway vs. Poirier 3,Brendan Allen,Marvin Vettori,0,0,224,253,111,109,233,262,119,115,0,0,3,0,4,0,87,77,98,86,239,194,5,18,7,23,6,7,7,7,99,100,240,210,4,4,5,4,6,7,8,10,3,300,Middleweight,Decision - Unanimous,Brendan Allen
2025-07-19,UFC 318: Holloway vs. Poirier 3,Islam Dulatov,Adam Fugitt,1,0,41,27,21,14,44,29,23,16,0,0,0,0,0,3,2,59,5,17,16,37,2,3,4,3,7,1,7,1,13,16,23,35,1,2,4,3,0,3,0,3,1,246,Welterweight,KO/TKO,Islam Dulatov
2025-07-19,UFC 318: Holloway vs. Poirier 3,Nikolay Veretennikov,Francisco Prado,0,0,105,77,56,47,133,94,84,64,0,1,2,3,6,10,153,409,34,32,58,78,5,21,11,24,8,3,8,3,34,34,62,75,5,15,5,17,8,7,10,13,3,300,Welterweight,Decision - Split,Nikolay Veretennikov
2025-07-19,UFC 318: Holloway vs. Poirier 3,Robert Valentin,Ateba Gautier,0,1,5,37,2,19,5,37,2,19,0,0,0,0,0,0,0,1,16,1,34,3,3,0,3,1,0,1,0,1,16,2,33,5,1,0,1,0,2,0,3,0,1,70,Middleweight,KO/TKO,Ateba Gautier
2025-07-19,UFC 318: Holloway vs. Poirier 3,Marcin Prachnio,Jimmy Crute,0,0,36,18,21,5,54,27,37,11,0,2,0,3,0,6,8,138,5,7,18,21,0,9,0,10,0,5,0,5,4,13,17,28,0,6,0,6,1,2,1,2,1,282,Light Heavyweight,Submission,Jimmy Crute
2025-07-19,UFC 318: Holloway vs. Poirier 3,Patricio Freire,Dan Ige,0,0,97,124,55,47,114,145,71,59,0,0,5,0,9,0,164,8,24,42,93,82,15,9,23,10,8,4,8,5,38,42,109,82,3,9,5,11,6,4,10,4,3,300,Featherweight,Decision - Unanimous,Patricio Freire
2025-07-19,UFC 318: Holloway vs. Poirier 3,Daniel Rodriguez,Kevin Holland,2,1,149,173,77,82,189,207,111,111,0,0,0,1,1,4,214,127,53,49,126,106,13,13,22,26,16,15,25,17,60,54,137,107,17,6,27,7,5,17,9,35,3,300,Welterweight,Decision - Unanimous,Daniel Rodriguez
2025-07-19,UFC 318: Holloway vs. Poirier 3,Roman Kopylov,Paulo Costa,0,1,104,159,48,99,104,162,48,102,0,0,0,0,0,2,0,13,34,29,89,79,41,14,46,20,24,5,24,5,87,48,141,104,3,0,3,0,9,0,15,0,3,300,Middleweight,Decision - Unanimous,Paulo Costa
2025-07-19,UFC 318: Holloway vs. Poirier 3,Vinicius Oliveira,Kyler Phillips,1,0,232,151,96,49,238,156,102,54,0,0,1,0,4,5,140,9,33,52,126,161,13,26,22,50,3,18,3,21,49,79,151,207,0,5,0,7,0,12,0,18,3,300,Bantamweight,Decision - Unanimous,Vinicius Oliveira
2025-07-19,UFC 318: Holloway vs. Poirier 3,Daniel Zellhuber,Michael Johnson,0,1,182,195,52,80,182,196,52,81,0,0,0,0,0,1,8,22,27,19,100,125,42,27,81,48,11,6,14,9,77,50,189,180,0,1,0,1,3,1,6,1,3,300,Lightweight,Decision - Unanimous,Michael Johnson
2025-07-19,UFC 318: Holloway vs. Poirier 3,Jackson McVey,Brunno Ferreira,0,0,15,9,4,7,15,11,4,9,0,1,0,1,1,1,8,67,4,3,5,13,1,1,2,2,2,0,2,0,6,4,8,15,0,0,0,0,1,0,1,0,1,215,Middleweight,Submission,Brunno Ferreira
2025-07-19,UFC 318: Holloway vs. Poirier 3,Nicolle Caliari,Carli Judice,0,1,101,225,32,109,104,235,35,117,0,0,1,0,8,0,60,78,85,26,193,85,24,3,32,12,0,3,0,4,96,30,210,98,10,2,12,3,3,0,3,0,3,90,Women's Flyweight,KO/TKO,Carli Judice
2025-07-19,UFC 318: Holloway vs. Poirier 3,Dustin Poirier,Max Holloway,1,1,255,375,109,198,255,378,109,201,1,0,0,0,1,0,12,92,103,94,253,235,64,6,80,10,31,9,42,10,182,102,351,243,0,3,1,6,16,4,23,6,5,300,Lightweight,Decision - Unanimous,Max Holloway
2025-07-26,UFC Fight Night: Whittaker vs. De Ridder,Marcus Buchecha,Martin Buday,0,0,60,86,24,41,140,150,80,92,0,0,1,0,11,0,305,171,30,14,74,46,5,10,5,14,6,0,7,0,36,16,74,50,4,6,6,8,1,2,6,2,3,300,Heavyweight,Decision - Unanimous,Martin Buday
2025-07-26,UFC Fight Night: Whittaker vs. De Ridder,Billy Elekana,Ibo Aslan,0,0,68,78,35,28,68,80,35,29,0,0,0,0,3,0,0,0,10,18,57,46,8,17,10,21,10,0,11,1,28,35,78,68,0,0,0,0,0,0,0,0,3,300,Light Heavyweight,Decision - Unanimous,Billy Elekana
2025-07-26,UFC Fight Night: Whittaker vs. De Ridder,Marc-Andre Barriault,Shara Magomedov,0,0,77,142,39,93,100,153,60,103,0,0,2,0,6,1,270,57,42,24,82,54,27,13,33,19,24,2,27,4,58,21,93,56,30,18,39,21,5,0,10,0,3,300,Middleweight,Decision - Unanimous,Shara Magomedov
2025-07-26,UFC Fight Night: Whittaker vs. De Ridder,Steven Nguyen,Mohammad Yahya,6,0,174,151,92,57,194,154,108,60,0,0,0,0,0,4,163,5,41,76,126,156,14,4,21,4,2,12,4,14,57,50,151,111,0,7,0,7,0,35,0,56,2,300,Featherweight,KO/TKO,Steven Nguyen
2025-07-26,UFC Fight Night: Whittaker vs. De Ridder,Da'Mon Blackshear,Davey Grant,0,0,74,130,33,66,78,133,36,66,1,0,1,0,5,0,232,19,17,12,67,45,27,7,39,13,22,14,24,16,65,31,128,72,1,1,1,1,0,1,1,1,3,300,Bantamweight,Decision - Unanimous,Davey Grant
2025-07-26,UFC Fight Night: Whittaker vs. De Ridder,Tabatha Ricci,Amanda Ribas,0,0,76,72,34,30,140,122,82,77,0,0,1,1,4,3,251,18,18,23,57,60,5,6,6,10,7,5,9,6,29,20,68,61,1,4,4,5,0,10,0,10,2,179,Women's Strawweight,KO/TKO,Tabatha Ricci
2025-07-26,UFC Fight Night: Whittaker vs. De Ridder,Bogdan Guskov,Nikita Krylov,1,0,43,34,23,16,48,34,28,16,0,0,0,0,0,0,17,0,6,20,20,40,3,1,5,1,7,2,9,2,16,11,34,26,0,0,0,0,0,12,0,17,1,258,Light Heavyweight,KO/TKO,Bogdan Guskov
2025-07-26,UFC Fight Night: Whittaker vs. De Ridder,Carlos Leal,Muslim Salikhov,0,1,9,9,5,3,9,9,5,3,0,0,0,0,0,0,0,0,1,5,4,9,1,0,4,0,1,0,1,0,3,5,9,8,0,0,0,1,0,0,0,0,1,42,Welterweight,KO/TKO,Muslim Salikhov
2025-07-26,UFC Fight Night: Whittaker vs. De Ridder,Said Nurmagomedov,Bryce Mitchell,1,0,32,20,20,13,126,51,100,39,1,0,0,3,0,9,193,584,3,13,6,24,7,5,11,5,3,2,3,3,5,13,11,19,8,1,9,3,0,6,0,10,3,300,Bantamweight,Decision - Unanimous,Bryce Mitchell
2025-07-26,UFC Fight Night: Whittaker vs. De Ridder,Marcus McGhee,Petr Yan,0,0,170,146,64,81,173,202,66,130,0,0,0,1,4,3,30,191,63,44,122,128,10,8,12,18,8,12,12,24,58,62,114,165,23,2,32,5,0,0,0,0,3,300,Bantamweight,Decision - Unanimous,Petr Yan
2025-07-26,UFC Fight Night: Whittaker vs. De Ridder,Reinier de Ridder,Robert Whittaker,0,1,145,142,67,66,282,146,192,70,0,0,2,0,15,0,546,36,62,41,135,105,4,26,7,40,0,0,0,0,51,54,123,128,4,9,5,11,11,4,14,6,5,300,Middleweight,Decision - Split,Reinier de Ridder
2025-07-26,UFC Fight Night: Whittaker vs. De Ridder,Jose Ochoa,Asu Almabayev,0,0,45,42,26,22,151,90,118,55,2,2,1,7,1,16,56,566,12,8,26,19,5,13,11,18,5,5,5,8,13,17,20,33,3,9,6,12,6,0,16,0,3,300,Flyweight,Decision - Unanimous,Asu Almabayev
2025-08-02,UFC Fight Night: Taira vs. Park,Chris Duncan,Mateusz Rebecki,0,0,222,267,92,114,225,278,95,123,0,0,0,2,1,6,27,83,88,67,235,181,7,20,13,35,19,5,19,6,104,85,256,214,10,7,11,8,0,0,0,0,3,300,Lightweight,Decision - Unanimous,Chris Duncan
2025-08-02,UFC Fight Night: Taira vs. Park,Nora Cornolle,Karol Rosa,0,0,47,58,27,33,98,224,75,190,0,2,0,2,0,3,0,685,25,15,47,33,6,4,8,4,2,8,3,10,14,17,35,36,6,10,6,11,13,0,17,0,3,300,Women's Bantamweight,Decision - Unanimous,Karol Rosa
2025-08-02,UFC Fight Night: Taira vs. Park,HyunSung Park,Tatsuro Taira,0,1,9,11,3,7,21,20,15,13,0,1,0,4,0,5,0,281,6,1,10,6,0,0,0,0,1,2,1,3,4,2,7,7,0,0,0,1,3,1,4,1,2,66,Flyweight,Submission,Tatsuro Taira
2025-08-02,UFC Fight Night: Taira vs. Park,Esteban Ribovics,Elves Brener,0,0,281,250,122,118,284,256,123,123,0,0,0,0,0,9,62,0,88,86,211,233,15,23,23,29,15,13,16,19,118,114,248,268,0,0,2,0,0,8,0,13,3,300,Lightweight,Decision - Unanimous,Esteban Ribovics
2025-08-02,UFC Fight Night: Taira vs. Park,Elizeu Zaleski dos Santos,Neil Magny,0,0,42,67,20,42,69,113,42,80,0,0,1,2,5,3,280,79,38,5,61,24,4,4,4,5,0,11,2,13,19,17,43,38,3,3,3,4,20,0,21,0,2,279,Welterweight,KO/TKO,Neil Magny
2025-08-02,UFC Fight Night: Taira vs. Park,Tresean Gore,Rodolfo Vieira,0,0,114,159,41,89,125,169,50,96,0,0,0,1,0,14,2,194,51,22,118,88,22,4,25,10,16,15,16,16,87,41,155,114,2,0,4,0,0,0,0,0,3,300,Middleweight,Decision - Unanimous,Rodolfo Vieira
2025-08-02,UFC Fight Night: Taira vs. Park,Nathan Fletcher,Rinya Nakamura,0,1,7,19,3,12,7,19,3,12,0,0,0,0,0,0,0,2,6,0,13,1,4,1,4,1,2,2,2,5,8,3,15,7,0,0,0,0,4,0,4,0,1,62,Bantamweight,KO/TKO,Rinya Nakamura
2025-08-02,UFC Fight Night: Taira vs. Park,Felipe Bunes,Rafael Estevam,0,0,56,70,26,33,75,204,38,128,2,0,0,5,1,9,3,642,22,15,50,39,5,5,14,11,6,6,6,6,25,25,57,54,1,1,1,2,7,0,12,0,3,300,Flyweight,Decision - Unanimous,Rafael Estevam
2025-08-02,UFC Fight Night: Taira vs. Park,John Yannis,Austin Bashi,0,0,5,7,0,2,9,67,2,48,0,1,0,1,0,1,0,173,2,0,7,4,0,0,0,1,0,0,0,0,2,0,6,5,0,0,0,0,0,0,1,0,1,219,Featherweight,Submission,Austin Bashi
2025-08-02,UFC Fight Night: Taira vs. Park,Ketlen Souza,Piera Rodriguez,0,0,103,150,56,64,139,171,86,81,0,0,0,7,3,10,101,276,28,29,92,72,23,10,37,13,13,17,21,18,48,48,126,92,16,8,24,11,0,0,0,0,3,300,Women's Strawweight,Decision - Split,Piera Rodriguez
2025-08-02,UFC Fight Night: Taira vs. Park,Andrey Pulyaev,Nick Klein,1,0,31,21,23,10,38,33,30,19,0,1,0,4,0,7,2,285,5,15,13,22,5,8,8,9,0,0,0,0,3,12,11,18,7,9,10,11,0,2,0,2,2,91,Middleweight,KO/TKO,Andrey Pulyaev
2025-08-02,UFC Fight Night: Taira vs. Park,Kevin Vallejos,Danny Silva,0,0,229,164,90,69,230,168,90,73,0,0,2,1,5,9,74,22,51,60,135,184,12,27,17,41,6,3,12,4,68,81,160,217,1,9,4,12,0,0,0,0,3,300,Featherweight,Decision - Unanimous,Kevin Vallejos
2025-08-09,UFC Fight Night: Dolidze vs. Hernandez,Eric McConico,Cody Brundage,0,0,72,65,26,31,102,78,54,43,0,0,0,3,0,7,192,328,26,18,57,58,3,7,5,13,2,1,3,1,19,16,45,53,12,10,20,19,0,0,0,0,3,300,Light Heavyweight,Decision - Split,Eric McConico
2025-08-09,UFC Fight Night: Dolidze vs. Hernandez,Priscila Cachoeira,Joselyne Edwards,0,1,50,44,18,26,50,44,18,26,0,0,0,0,0,2,0,1,16,15,29,47,5,1,10,1,5,2,5,2,24,18,42,50,0,0,0,0,2,0,2,0,1,144,Women's Bantamweight,KO/TKO,Joselyne Edwards
2025-08-09,UFC Fight Night: Dolidze vs. Hernandez,Julija Stoliarenko,Gabriella Fernandes,0,0,161,114,61,59,167,114,64,59,0,0,0,0,6,0,74,0,38,28,91,117,15,13,17,20,6,20,6,24,58,56,112,154,1,5,2,7,0,0,0,0,3,300,Women's Flyweight,Decision - Unanimous,Gabriella Fernandes
2025-08-09,UFC Fight Night: Dolidze vs. Hernandez,Gilbert Urbina,Uros Medic,1,1,10,9,5,5,10,10,5,6,0,0,0,0,0,0,2,1,4,3,8,7,1,1,1,2,0,1,0,1,3,5,7,10,1,0,1,0,1,0,1,0,1,63,Welterweight,KO/TKO,Uros Medic
2025-08-09,UFC Fight Night: Dolidze vs. Hernandez,Rafael Cerqueira,Julius Walker,0,1,42,62,19,44,54,120,30,96,0,0,0,6,0,10,27,706,26,15,43,37,9,0,10,1,9,4,9,4,18,19,26,42,4,0,9,0,22,0,27,0,3,300,Light Heavyweight,Decision - Unanimous,Julius Walker
2025-08-09,UFC Fight Night: Dolidze vs. Hernandez,Christian Rodriguez,Andre Fili,0,0,174,182,83,64,190,193,95,74,0,0,1,3,7,5,95,102,52,49,164,130,6,8,10,13,6,26,8,31,62,69,179,157,2,13,3,16,0,1,0,1,3,300,Featherweight,Decision - Split,Andre Fili
2025-08-09,UFC Fight Night: Dolidze vs. Hernandez,Angela Hill,Iasmin Lucindo,0,0,110,151,64,72,129,187,80,100,1,0,0,3,5,7,79,337,56,42,128,84,12,19,19,23,4,3,4,3,57,52,130,92,11,12,17,18,4,0,4,0,3,300,Women's Strawweight,Decision - Unanimous,Iasmin Lucindo
2025-08-09,UFC Fight Night: Dolidze vs. Hernandez,Ode Osbourne,Steve Erceg,0,0,74,53,35,20,89,82,47,39,0,1,1,3,2,10,69,287,10,20,42,53,10,4,11,7,0,11,0,14,12,29,43,68,6,1,8,1,2,5,2,5,3,300,Bantamweight,Decision - Unanimous,Steve Erceg
2025-08-09,UFC Fight Night: Dolidze vs. Hernandez,Christian Leroy Duncan,Eryk Anders,1,0,43,12,24,7,46,24,27,18,0,0,0,1,0,3,39,78,2,9,7,26,4,3,4,4,1,12,1,13,4,20,9,37,3,3,3,3,0,1,0,3,1,233,Middleweight,KO/TKO,Christian Leroy Duncan
2025-08-09,UFC Fight Night: Dolidze vs. Hernandez,Anthony Hernandez,Roman Dolidze,0,0,152,107,91,36,187,110,120,39,1,0,9,0,11,1,468,45,25,67,88,128,4,6,11,6,7,18,8,18,34,48,101,102,2,13,6,18,0,30,0,32,4,165,Middleweight,Submission,Anthony Hernandez
2025-08-09,UFC Fight Night: Dolidze vs. Hernandez,Jean Matsumoto,Miles Johns,0,0,233,184,95,83,249,191,109,89,2,0,0,5,3,8,56,192,70,49,170,160,12,27,13,38,1,19,1,35,78,87,175,224,5,8,8,9,0,0,1,0,3,300,Bantamweight,Decision - Split,Jean Matsumoto
2025-08-09,UFC Fight Night: Dolidze vs. Hernandez,Toshiomi Kazama,Elijah Smith,0,0,0,46,0,37,2,74,2,61,1,0,1,0,1,0,5,229,35,0,44,0,2,0,2,0,0,0,0,0,1,0,3,0,0,0,0,0,36,0,43,0,1,250,Bantamweight,KO/TKO,Elijah Smith
2025-08-16,UFC 319: Du Plessis vs. Chimaev,Eric Nolan,Baisangur Susurkaev,0,0,56,62,22,36,58,89,24,59,0,1,0,2,1,7,17,199,23,17,46,51,7,5,10,5,6,0,6,0,22,18,42,47,2,4,3,9,12,0,17,0,2,121,Middleweight,Submission,Baisangur Susurkaev
2025-08-16,UFC 319: Du Plessis vs. Chimaev,Aaron Pico,Lerone Murphy,0,1,29,16,13,8,30,16,13,8,0,1,2,0,3,0,121,0,4,7,9,23,4,5,6,5,0,1,1,1,6,7,14,21,1,3,1,5,1,3,1,3,1,201,Featherweight,KO/TKO,Lerone Murphy
2025-08-16,UFC 319: Du Plessis vs. Chimaev,Carlos Prates,Geoff Neal,1,0,60,49,32,25,60,50,32,26,0,0,0,0,0,1,0,15,16,17,38,45,4,8,6,8,5,7,5,7,23,32,45,58,2,0,4,2,0,0,0,0,1,299,Welterweight,KO/TKO,Carlos Prates
2025-08-16,UFC 319: Du Plessis vs. Chimaev,Michal Oleksiejczuk,Gerald Meerschaert,1,0,51,16,23,3,51,16,23,3,0,0,0,0,0,3,22,0,2,18,14,46,0,5,0,5,1,0,2,0,3,11,16,31,0,0,0,0,0,12,0,20,1,183,Middleweight,KO/TKO,Michal Oleksiejczuk
2025-08-16,UFC 319: Du Plessis vs. Chimaev,Drakkar Klose,Edson Barboza,0,0,102,120,53,71,209,122,147,73,0,0,0,0,2,0,153,230,26,35,64,78,32,6,38,9,13,12,18,15,57,43,105,89,14,10,15,13,0,0,0,0,3,300,Lightweight,Decision - Unanimous,Drakkar Klose
2025-08-16,UFC 319: Du Plessis vs. Chimaev,Dione Barbosa,Karine Silva,0,0,87,70,31,26,132,154,67,90,1,2,3,1,4,3,318,143,11,11,50,62,9,15,14,19,6,5,6,6,22,26,66,80,4,4,4,5,0,1,0,2,3,300,Women's Flyweight,Decision - Unanimous,Karine Silva
2025-08-16,UFC 319: Du Plessis vs. Chimaev,Michael Page,Jared Cannonier,0,0,55,57,29,20,64,88,36,46,0,0,0,2,1,7,1,494,10,19,45,45,4,8,6,8,6,2,6,2,11,27,45,53,3,2,4,2,6,0,8,0,3,300,Middleweight,Decision - Unanimous,Michael Page
2025-08-16,UFC 319: Du Plessis vs. Chimaev,Loopy Godinez,Jessica Andrade,0,0,213,287,107,90,226,297,119,97,0,0,1,0,14,1,93,17,58,91,242,195,21,12,31,14,11,4,14,4,87,94,279,195,3,11,8,16,0,2,0,2,3,300,Women's Strawweight,Decision - Unanimous,Loopy Godinez
2025-08-16,UFC 319: Du Plessis vs. Chimaev,Alexander Hernandez,Chase Hooper,1,0,38,82,17,20,39,82,18,20,0,0,0,0,0,2,2,5,7,14,62,35,7,3,12,3,6,0,8,0,20,13,81,33,0,0,1,0,0,4,0,5,1,298,Lightweight,KO/TKO,Alexander Hernandez
2025-08-16,UFC 319: Du Plessis vs. Chimaev,Khamzat Chimaev,Dricus Du Plessis,0,0,47,29,37,13,567,68,529,45,0,1,12,1,17,1,1300,53,10,28,24,36,2,3,4,5,1,6,1,6,10,12,25,19,0,0,0,0,3,25,4,28,5,300,UFC Middleweight Title,Decision - Unanimous,Khamzat Chimaev
2025-08-16,UFC 319: Du Plessis vs. Chimaev,Kai Asakura,Tim Elliott,0,0,87,71,21,27,104,88,38,42,0,2,0,2,0,3,1,114,18,17,43,79,2,3,18,7,7,1,10,1,26,21,69,87,0,0,0,0,1,0,2,0,2,279,Flyweight,Submission,Tim Elliott
2025-08-16,UFC 319: Du Plessis vs. Chimaev,Joseph Morales,Alibi Idiris,0,0,63,56,29,28,86,82,44,50,2,0,2,0,5,1,218,64,9,15,35,44,17,13,19,18,2,1,2,1,22,18,48,47,6,9,8,12,0,2,0,4,2,184,Ultimate Fighter 33 Flyweight Tournament Title,Submission,Joseph Morales
2025-08-23,UFC Fight Night: Walker vs. Zhang,Austin Hubbard,Rongzhu,0,0,226,197,75,101,228,201,77,104,0,0,2,0,12,0,62,0,65,43,154,169,21,30,28,54,15,2,15,3,98,71,189,215,3,4,8,10,0,0,0,1,3,300,Lightweight,Decision - Unanimous,Rongzhu
2025-08-23,UFC Fight Night: Walker vs. Zhang,Aljamain Sterling,Brian Ortega,0,0,227,174,124,55,262,225,153,100,0,0,3,0,6,2,235,8,30,77,138,175,20,21,29,26,5,26,7,26,54,100,173,198,0,7,0,7,1,17,1,22,5,300,Catch Weight,Decision - Unanimous,Aljamain Sterling
2025-08-23,UFC Fight Night: Walker vs. Zhang,Zhang Mingyang,Johnny Walker,0,1,47,67,20,50,59,70,28,51,0,0,0,0,0,2,81,80,36,8,49,35,1,6,5,6,13,6,13,6,15,15,26,39,2,4,4,6,33,1,37,2,2,157,Light Heavyweight,KO/TKO,Johnny Walker
2025-08-23,UFC Fight Night: Walker vs. Zhang,Kevin Borjas,Sumudaerji,0,0,44,129,16,73,51,150,23,91,0,0,0,0,5,5,209,17,33,7,75,30,17,5,25,7,23,4,29,7,67,10,121,37,6,6,8,7,0,0,0,0,3,300,Flyweight,Decision - Unanimous,Sumudaerji
2025-08-23,UFC Fight Night: Walker vs. Zhang,Kiefer Crosbie,Taiyilake Nueraji,0,0,3,38,2,27,12,42,11,31,0,0,0,1,1,3,8,191,25,1,35,1,2,1,3,1,0,0,0,1,2,2,3,3,0,0,0,0,25,0,35,0,1,213,Welterweight,KO/TKO,Taiyilake Nueraji
2025-08-23,UFC Fight Night: Walker vs. Zhang,Gauge Young,Maheshate,0,0,200,150,112,66,221,166,131,79,0,0,3,0,6,7,231,12,42,64,118,138,12,23,18,32,12,25,14,30,60,103,143,189,6,8,7,10,0,1,0,1,3,300,Lightweight,Decision - Unanimous,Gauge Young
2025-08-23,UFC Fight Night: Walker vs. Zhang,Westin Wilson,Yizha,0,2,2,18,0,13,2,23,0,17,0,0,0,0,0,0,0,6,10,0,15,1,0,0,0,0,3,0,3,1,9,0,12,2,2,0,3,0,2,0,3,0,1,37,Featherweight,KO/TKO,Yizha
2025-08-23,UFC Fight Night: Walker vs. Zhang,Kyle Daukaus,Michel Pereira,1,0,8,4,5,2,12,4,7,2,0,0,0,0,0,0,7,0,0,5,1,8,2,0,3,0,0,0,0,0,2,1,4,1,0,0,0,0,0,4,0,7,1,43,Middleweight,KO/TKO,Kyle Daukaus
2025-08-23,UFC Fight Night: Walker vs. Zhang,Lone'er Kavanagh,Charles Johnson,0,1,120,81,59,44,121,89,60,52,1,0,1,1,2,5,59,32,18,32,49,83,6,21,10,26,20,6,22,11,37,53,71,111,4,6,6,9,3,0,4,0,2,275,Flyweight,KO/TKO,Charles Johnson
2025-08-23,UFC Fight Night: Walker vs. Zhang,Diyar Nurgozhay,Uran Satybaldiev,0,1,11,9,7,2,19,10,13,3,0,2,1,0,1,0,18,70,1,1,4,3,0,3,4,5,1,3,1,3,2,7,8,11,0,0,0,0,0,0,1,0,1,165,Light Heavyweight,Submission,Uran Satybaldiev
2025-08-23,UFC Fight Night: Walker vs. Zhang,Waldo Cortes-Acosta,Sergei Pavlovich,0,0,117,133,45,61,117,136,45,63,0,0,0,0,0,3,0,8,35,27,104,88,12,4,14,10,14,14,15,19,60,45,131,114,1,0,2,3,0,0,0,0,3,300,Heavyweight,Decision - Unanimous,Sergei Pavlovich
2025-08-23,UFC Fight Night: Walker vs. Zhang,SuYoung You,Xiao Long,0,0,110,214,58,68,120,229,66,81,0,0,0,0,6,0,4,20,53,44,169,94,7,10,21,11,8,4,24,5,38,47,173,95,30,11,41,15,0,0,0,0,3,300,Bantamweight,Decision - Unanimous,SuYoung You
